Date,Quadrat,Blue,Green,Red,NIR,Id,Block,Plot,Rotation,Trt,Canopy,Sev_Jul_27,Sev_Aug_5,Sev_Aug_15,Sev_Aug_22,Sev_Aug_29,Sev_Sep_06,Inc_Jul_27,Inc_Aug_5,Inc_Aug_15,Inc_Aug_22,Inc_Aug_29,Inc_Sep_06,SDS,Shape_Length,Shape_Area,NDVI
7/5/2016,1204,2419,1862,1255,2184,0,1,12,S4,Glyphosate,1204,0,0,0,0,0,30,0,0,0,0,0,4,0,35.4518,78.4826874,0.27
7/5/2016,1205,2435,1891,1365,2282,0,1,12,S4,Glyphosate,1205,0,0,0,0,0,0,0,0,0,0,0,0,0,35.4518,78.4826874,0.25
7/5/2016,1205,2427,1874,1312,2294,0,1,12,S4,Glyphosate,1205,0,0,0,0,0,0,0,0,0,0,0,0,0,35.4518,78.4826874,0.27
7/5/2016,1205,2416,1867,1275,2260,0,1,12,S4,Glyphosate,1205,0,0,0,0,0,0,0,0,0,0,0,0,0,35.4518,78.4826874,0.28
7/5/2016,1205,2437,1872,1342,2291,0,1,12,S4,Glyphosate,1205,0,0,0,0,0,0,0,0,0,0,0,0,0,35.4518,78.4826874,0.26
7/5/2016,1205,2431,1855,1303,2353,0,1,12,S4,Glyphosate,1205,0,0,0,0,0,0,0,0,0,0,0,0,0,35.4518,78.4826874,0.29
7/5/2016,1205,2417,1840,1264,2310,0,1,12,S4,Glyphosate,1205,0,0,0,0,0,0,0,0,0,0,0,0,0,35.4518,78.4826874,0.29
7/5/2016,1205,2455,1879,1352,2268,0,1,12,S4,Glyphosate,1205,0,0,0,0,0,0,0,0,0,0,0,0,0,35.4518,78.4826874,0.25
7/5/2016,1205,2437,1851,1305,2371,0,1,12,S4,Glyphosate,1205,0,0,0,0,0,0,0,0,0,0,0,0,0,35.4518,78.4826874,0.29
7/5/2016,1205,2417,1827,1254,2321,0,1,12,S4,Glyphosate,1205,0,0,0,0,0,0,0,0,0,0,0,0,0,35.4518,78.4826874,0.3
7/5/2016,1206,2490,1928,1407,2218,0,1,12,S4,Glyphosate,1206,0,0,0,0,0,0,0,0,0,0,0,0,0,35.4518,78.4826874,0.22
7/5/2016,1206,2428,1894,1340,2260,0,1,12,S4,Glyphosate,1206,0,0,0,0,0,0,0,0,0,0,0,0,0,35.4518,78.4826874,0.26
7/5/2016,1206,2394,1880,1305,2245,0,1,12,S4,Glyphosate,1206,0,0,0,0,0,0,0,0,0,0,0,0,0,35.4518,78.4826874,0.26
7/5/2016,1206,2422,1879,1360,2213,0,1,12,S4,Glyphosate,1206,0,0,0,0,0,0,0,0,0,0,0,0,0,35.4518,78.4826874,0.24
7/5/2016,1206,2396,1869,1311,2250,0,1,12,S4,Glyphosate,1206,0,0,0,0,0,0,0,0,0,0,0,0,0,35.4518,78.4826874,0.26
7/5/2016,1206,2391,1876,1278,2235,0,1,12,S4,Glyphosate,1206,0,0,0,0,0,0,0,0,0,0,0,0,0,35.4518,78.4826874,0.27
7/5/2016,1206,2424,1887,1365,2234,0,1,12,S4,Glyphosate,1206,0,0,0,0,0,0,0,0,0,0,0,0,0,35.4518,78.4826874,0.24
7/5/2016,1206,2414,1880,1322,2269,0,1,12,S4,Glyphosate,1206,0,0,0,0,0,0,0,0,0,0,0,0,0,35.4518,78.4826874,0.26
7/5/2016,1206,2403,1879,1278,2243,0,1,12,S4,Glyphosate,1206,0,0,0,0,0,0,0,0,0,0,0,0,0,35.4518,78.4826874,0.27
7/5/2016,1207,2459,1921,1405,2204,0,1,12,S4,Glyphosate,1207,0,0,0,0,0,0,0,0,0,0,0,0,0,35.4516,78.4817748,0.22
7/5/2016,1207,2424,1891,1345,2244,0,1,12,S4,Glyphosate,1207,0,0,0,0,0,0,0,0,0,0,0,0,0,35.4516,78.4817748,0.25
7/5/2016,1207,2418,1875,1306,2217,0,1,12,S4,Glyphosate,1207,0,0,0,0,0,0,0,0,0,0,0,0,0,35.4516,78.4817748,0.26
7/5/2016,1207,2443,1905,1387,2200,0,1,12,S4,Glyphosate,1207,0,0,0,0,0,0,0,0,0,0,0,0,0,35.4516,78.4817748,0.23
7/5/2016,1207,2411,1876,1333,2270,0,1,12,S4,Glyphosate,1207,0,0,0,0,0,0,0,0,0,0,0,0,0,35.4516,78.4817748,0.26
7/5/2016,1207,2393,1851,1293,2272,0,1,12,S4,Glyphosate,1207,0,0,0,0,0,0,0,0,0,0,0,0,0,35.4516,78.4817748,0.27
7/5/2016,1207,2461,1910,1378,2198,0,1,12,S4,Glyphosate,1207,0,0,0,0,0,0,0,0,0,0,0,0,0,35.4516,78.4817748,0.23
7/5/2016,1207,2440,1893,1336,2282,0,1,12,S4,Glyphosate,1207,0,0,0,0,0,0,0,0,0,0,0,0,0,35.4516,78.4817748,0.26
7/5/2016,1207,2396,1863,1299,2295,0,1,12,S4,Glyphosate,1207,0,0,0,0,0,0,0,0,0,0,0,0,0,35.4516,78.4817748,0.28
7/5/2016,1208,2431,1918,1375,2152,0,1,12,S4,Glyphosate,1208,0,0,0,0,0,0,0,0,0,0,0,0,0,35.4518,78.4826874,0.22
7/5/2016,1208,2355,1865,1280,2177,0,1,12,S4,Glyphosate,1208,0,0,0,0,0,0,0,0,0,0,0,0,0,35.4518,78.4826874,0.26
7/5/2016,1208,2373,1884,1277,2170,0,1,12,S4,Glyphosate,1208,0,0,0,0,0,0,0,0,0,0,0,0,0,35.4518,78.4826874,0.26
7/5/2016,1208,2429,1910,1387,2175,0,1,12,S4,Glyphosate,1208,0,0,0,0,0,0,0,0,0,0,0,0,0,35.4518,78.4826874,0.22
7/5/2016,1208,2401,1888,1329,2199,0,1,12,S4,Glyphosate,1208,0,0,0,0,0,0,0,0,0,0,0,0,0,35.4518,78.4826874,0.25
7/5/2016,1208,2411,1892,1311,2186,0,1,12,S4,Glyphosate,1208,0,0,0,0,0,0,0,0,0,0,0,0,0,35.4518,78.4826874,0.25
7/5/2016,1209,2421,1926,1343,2141,0,1,12,S4,Glyphosate,1209,0,0,0,0,0,0,0,0,0,0,0,0,0,35.4518,78.4826874,0.23
7/5/2016,1209,2366,1899,1279,2188,0,1,12,S4,Glyphosate,1209,0,0,0,0,0,0,0,0,0,0,0,0,0,35.4518,78.4826874,0.26
7/5/2016,1209,2358,1880,1235,2207,0,1,12,S4,Glyphosate,1209,0,0,0,0,0,0,0,0,0,0,0,0,0,35.4518,78.4826874,0.28
7/5/2016,1209,2420,1931,1352,2133,0,1,12,S4,Glyphosate,1209,0,0,0,0,0,0,0,0,0,0,0,0,0,35.4518,78.4826874,0.22
7/5/2016,1209,2394,1922,1307,2178,0,1,12,S4,Glyphosate,1209,0,0,0,0,0,0,0,0,0,0,0,0,0,35.4518,78.4826874,0.25
7/5/2016,1209,2391,1914,1263,2205,0,1,12,S4,Glyphosate,1209,0,0,0,0,0,0,0,0,0,0,0,0,0,35.4518,78.4826874,0.27
7/5/2016,1209,2454,1945,1386,2138,0,1,12,S4,Glyphosate,1209,0,0,0,0,0,0,0,0,0,0,0,0,0,35.4518,78.4826874,0.21
7/5/2016,1209,2408,1921,1325,2182,0,1,12,S4,Glyphosate,1209,0,0,0,0,0,0,0,0,0,0,0,0,0,35.4518,78.4826874,0.24
7/5/2016,1209,2350,1888,1258,2178,0,1,12,S4,Glyphosate,1209,0,0,0,0,0,0,0,0,0,0,0,0,0,35.4518,78.4826874,0.27
7/5/2016,1210,2425,1931,1375,2184,0,1,12,S4,Glyphosate,1210,0,0,0,0,0,0,0,0,0,0,0,0,0,35.4518,78.4826874,0.23
7/5/2016,1210,2411,1914,1342,2177,0,1,12,S4,Glyphosate,1210,0,0,0,0,0,0,0,0,0,0,0,0,0,35.4518,78.4826874,0.24
7/5/2016,1210,2402,1902,1316,2165,0,1,12,S4,Glyphosate,1210,0,0,0,0,0,0,0,0,0,0,0,0,0,35.4518,78.4826874,0.24
7/5/2016,1210,2403,1915,1347,2189,0,1,12,S4,Glyphosate,1210,0,0,0,0,0,0,0,0,0,0,0,0,0,35.4518,78.4826874,0.24
7/5/2016,1210,2393,1901,1311,2196,0,1,12,S4,Glyphosate,1210,0,0,0,0,0,0,0,0,0,0,0,0,0,35.4518,78.4826874,0.25
7/5/2016,1210,2384,1887,1281,2185,0,1,12,S4,Glyphosate,1210,0,0,0,0,0,0,0,0,0,0,0,0,0,35.4518,78.4826874,0.26
7/5/2016,1210,2406,1914,1335,2161,0,1,12,S4,Glyphosate,1210,0,0,0,0,0,0,0,0,0,0,0,0,0,35.4518,78.4826874,0.24
7/5/2016,1210,2395,1902,1292,2204,0,1,12,S4,Glyphosate,1210,0,0,0,0,0,0,0,0,0,0,0,0,0,35.4518,78.4826874,0.26
7/5/2016,1210,2352,1862,1236,2200,0,1,12,S4,Glyphosate,1210,0,0,0,0,0,0,0,0,0,0,0,0,0,35.4518,78.4826874,0.28
7/5/2016,1211,2379,1886,1296,2140,0,1,12,S4,Phoenix,1211,0,0,0,0,20,30,0,0,0,0,3.125,5.625,1,35.452,78.48354739,0.25
7/5/2016,1211,2387,1876,1286,2108,0,1,12,S4,Phoenix,1211,0,0,0,0,20,30,0,0,0,0,3.125,5.625,1,35.452,78.48354739,0.24
7/5/2016,1211,2444,1890,1301,2083,0,1,12,S4,Phoenix,1211,0,0,0,0,20,30,0,0,0,0,3.125,5.625,1,35.452,78.48354739,0.23
7/5/2016,1211,2375,1858,1255,2169,0,1,12,S4,Phoenix,1211,0,0,0,0,20,30,0,0,0,0,3.125,5.625,1,35.452,78.48354739,0.27
7/5/2016,1211,2415,1849,1256,2140,0,1,12,S4,Phoenix,1211,0,0,0,0,20,30,0,0,0,0,3.125,5.625,1,35.452,78.48354739,0.26
7/5/2016,1211,2467,1861,1279,2113,0,1,12,S4,Phoenix,1211,0,0,0,0,20,30,0,0,0,0,3.125,5.625,1,35.452,78.48354739,0.25
7/5/2016,1211,2363,1834,1212,2181,0,1,12,S4,Phoenix,1211,0,0,0,0,20,30,0,0,0,0,3.125,5.625,1,35.452,78.48354739,0.29
7/5/2016,1211,2405,1824,1223,2162,0,1,12,S4,Phoenix,1211,0,0,0,0,20,30,0,0,0,0,3.125,5.625,1,35.452,78.48354739,0.28
7/5/2016,1211,2434,1832,1238,2140,0,1,12,S4,Phoenix,1211,0,0,0,0,20,30,0,0,0,0,3.125,5.625,1,35.452,78.48354739,0.27
7/5/2016,1212,2405,1878,1228,2196,0,1,12,S4,Phoenix,1212,0,0,0,0,0,0,0,0,0,0,0,0,0,35.452,78.48354739,0.28
7/5/2016,1212,2415,1861,1227,2170,0,1,12,S4,Phoenix,1212,0,0,0,0,0,0,0,0,0,0,0,0,0,35.452,78.48354739,0.28
7/5/2016,1212,2417,1852,1228,2155,0,1,12,S4,Phoenix,1212,0,0,0,0,0,0,0,0,0,0,0,0,0,35.452,78.48354739,0.27
7/5/2016,1212,2369,1891,1231,2182,0,1,12,S4,Phoenix,1212,0,0,0,0,0,0,0,0,0,0,0,0,0,35.452,78.48354739,0.28
7/5/2016,1212,2373,1876,1222,2151,0,1,12,S4,Phoenix,1212,0,0,0,0,0,0,0,0,0,0,0,0,0,35.452,78.48354739,0.28
7/5/2016,1212,2345,1844,1207,2144,0,1,12,S4,Phoenix,1212,0,0,0,0,0,0,0,0,0,0,0,0,0,35.452,78.48354739,0.28
7/5/2016,1212,2343,1882,1236,2142,0,1,12,S4,Phoenix,1212,0,0,0,0,0,0,0,0,0,0,0,0,0,35.452,78.48354739,0.27
7/5/2016,1212,2340,1862,1215,2107,0,1,12,S4,Phoenix,1212,0,0,0,0,0,0,0,0,0,0,0,0,0,35.452,78.48354739,0.27
7/5/2016,1212,2341,1836,1211,2117,0,1,12,S4,Phoenix,1212,0,0,0,0,0,0,0,0,0,0,0,0,0,35.452,78.48354739,0.27
7/5/2016,1213,2371,1883,1260,2128,0,1,12,S4,Phoenix,1213,0,0,0,0,0,0,0,0,0,0,0,0,0,35.452,78.48354739,0.26
7/5/2016,1213,2338,1845,1227,2076,0,1,12,S4,Phoenix,1213,0,0,0,0,0,0,0,0,0,0,0,0,0,35.452,78.48354739,0.26
7/5/2016,1213,2344,1821,1209,2072,0,1,12,S4,Phoenix,1213,0,0,0,0,0,0,0,0,0,0,0,0,0,35.452,78.48354739,0.26
7/5/2016,1213,2375,1866,1265,2147,0,1,12,S4,Phoenix,1213,0,0,0,0,0,0,0,0,0,0,0,0,0,35.452,78.48354739,0.26
7/5/2016,1213,2362,1839,1228,2083,0,1,12,S4,Phoenix,1213,0,0,0,0,0,0,0,0,0,0,0,0,0,35.452,78.48354739,0.26
7/5/2016,1213,2366,1823,1204,2023,0,1,12,S4,Phoenix,1213,0,0,0,0,0,0,0,0,0,0,0,0,0,35.452,78.48354739,0.25
7/5/2016,1214,2402,1853,1266,2175,0,1,12,S4,Phoenix,1214,0,0,0,0,0,0,0,0,0,0,0,0,0,35.4518,78.48263478,0.26
7/5/2016,1214,2393,1839,1229,2117,0,1,12,S4,Phoenix,1214,0,0,0,0,0,0,0,0,0,0,0,0,0,35.4518,78.48263478,0.27
7/5/2016,1214,2384,1847,1223,2085,0,1,12,S4,Phoenix,1214,0,0,0,0,0,0,0,0,0,0,0,0,0,35.4518,78.48263478,0.26
7/5/2016,1214,2373,1824,1247,2215,0,1,12,S4,Phoenix,1214,0,0,0,0,0,0,0,0,0,0,0,0,0,35.4518,78.48263478,0.28
7/5/2016,1214,2352,1812,1204,2161,0,1,12,S4,Phoenix,1214,0,0,0,0,0,0,0,0,0,0,0,0,0,35.4518,78.48263478,0.28
7/5/2016,1214,2394,1854,1216,2146,0,1,12,S4,Phoenix,1214,0,0,0,0,0,0,0,0,0,0,0,0,0,35.4518,78.48263478,0.28
7/5/2016,1214,2359,1824,1242,2220,0,1,12,S4,Phoenix,1214,0,0,0,0,0,0,0,0,0,0,0,0,0,35.4518,78.48263478,0.28
7/5/2016,1214,2363,1826,1208,2171,0,1,12,S4,Phoenix,1214,0,0,0,0,0,0,0,0,0,0,0,0,0,35.4518,78.48263478,0.28
7/5/2016,1214,2393,1859,1202,2161,0,1,12,S4,Phoenix,1214,0,0,0,0,0,0,0,0,0,0,0,0,0,35.4518,78.48263478,0.29
7/5/2016,1215,2353,1841,1236,2196,0,1,12,S4,Phoenix,1215,0,0,0,0,0,0,0,0,0,0,0,0,0,35.452,78.48354739,0.28
7/5/2016,1215,2366,1848,1210,2153,0,1,12,S4,Phoenix,1215,0,0,0,0,0,0,0,0,0,0,0,0,0,35.452,78.48354739,0.28
7/5/2016,1215,2375,1866,1191,2153,0,1,12,S4,Phoenix,1215,0,0,0,0,0,0,0,0,0,0,0,0,0,35.452,78.48354739,0.29
7/5/2016,1215,2370,1863,1241,2165,0,1,12,S4,Phoenix,1215,0,0,0,0,0,0,0,0,0,0,0,0,0,35.452,78.48354739,0.27
7/5/2016,1215,2389,1876,1223,2100,0,1,12,S4,Phoenix,1215,0,0,0,0,0,0,0,0,0,0,0,0,0,35.452,78.48354739,0.26
7/5/2016,1215,2402,1893,1222,2098,0,1,12,S4,Phoenix,1215,0,0,0,0,0,0,0,0,0,0,0,0,0,35.452,78.48354739,0.26
7/5/2016,1215,2390,1875,1247,2161,0,1,12,S4,Phoenix,1215,0,0,0,0,0,0,0,0,0,0,0,0,0,35.452,78.48354739,0.27
7/5/2016,1215,2403,1888,1226,2046,0,1,12,S4,Phoenix,1215,0,0,0,0,0,0,0,0,0,0,0,0,0,35.452,78.48354739,0.25
7/5/2016,1215,2386,1877,1205,2040,0,1,12,S4,Phoenix,1215,0,0,0,0,0,0,0,0,0,0,0,0,0,35.452,78.48354739,0.26
7/5/2016,1216,2407,1863,1245,2189,0,1,12,S4,Phoenix,1216,0,0,0,0,0,0,0,0,0,0,0,0,0,35.452,78.48354739,0.27
7/5/2016,1216,2416,1867,1219,2083,0,1,12,S4,Phoenix,1216,0,0,0,0,0,0,0,0,0,0,0,0,0,35.452,78.48354739,0.26
7/5/2016,1216,2397,1854,1193,2058,0,1,12,S4,Phoenix,1216,0,0,0,0,0,0,0,0,0,0,0,0,0,35.452,78.48354739,0.27
7/5/2016,1216,2415,1829,1227,2190,0,1,12,S4,Phoenix,1216,0,0,0,0,0,0,0,0,0,0,0,0,0,35.452,78.48354739,0.28
7/5/2016,1216,2416,1822,1201,2094,0,1,12,S4,Phoenix,1216,0,0,0,0,0,0,0,0,0,0,0,0,0,35.452,78.48354739,0.27
7/5/2016,1216,2409,1815,1182,2068,0,1,12,S4,Phoenix,1216,0,0,0,0,0,0,0,0,0,0,0,0,0,35.452,78.48354739,0.27
7/5/2016,1216,2426,1818,1227,2184,0,1,12,S4,Phoenix,1216,0,0,0,0,0,0,0,0,0,0,0,0,0,35.452,78.48354739,0.28
7/5/2016,1216,2409,1794,1195,2055,0,1,12,S4,Phoenix,1216,0,0,0,0,0,0,0,0,0,0,0,0,0,35.452,78.48354739,0.26
7/5/2016,1216,2414,1805,1195,2035,0,1,12,S4,Phoenix,1216,0,0,0,0,0,0,0,0,0,0,0,0,0,35.452,78.48354739,0.26
7/5/2016,1217,2443,1840,1240,2209,0,1,12,S4,Phoenix,1217,0,0,0,0,0,5,0,0,0,0,0,0.625,0,35.452,78.48354739,0.28
7/5/2016,1217,2411,1808,1195,2059,0,1,12,S4,Phoenix,1217,0,0,0,0,0,5,0,0,0,0,0,0.625,0,35.452,78.48354739,0.27
7/5/2016,1217,2421,1821,1201,1962,0,1,12,S4,Phoenix,1217,0,0,0,0,0,5,0,0,0,0,0,0.625,0,35.452,78.48354739,0.24
7/5/2016,1217,2417,1842,1225,2208,0,1,12,S4,Phoenix,1217,0,0,0,0,0,5,0,0,0,0,0,0.625,0,35.452,78.48354739,0.29
7/5/2016,1217,2423,1837,1206,2084,0,1,12,S4,Phoenix,1217,0,0,0,0,0,5,0,0,0,0,0,0.625,0,35.452,78.48354739,0.27
7/5/2016,1217,2432,1845,1206,1941,0,1,12,S4,Phoenix,1217,0,0,0,0,0,5,0,0,0,0,0,0.625,0,35.452,78.48354739,0.23
7/5/2016,1217,2425,1853,1226,2165,0,1,12,S4,Phoenix,1217,0,0,0,0,0,5,0,0,0,0,0,0.625,0,35.452,78.48354739,0.28
7/5/2016,1217,2430,1851,1207,2099,0,1,12,S4,Phoenix,1217,0,0,0,0,0,5,0,0,0,0,0,0.625,0,35.452,78.48354739,0.27
7/5/2016,1217,2420,1842,1187,2036,0,1,12,S4,Phoenix,1217,0,0,0,0,0,5,0,0,0,0,0,0.625,0,35.452,78.48354739,0.26
7/5/2016,1218,2423,1852,1220,2136,0,1,12,S4,Phoenix,1218,0,0,0,0,40,45,0,0,0,0,10,20,1,35.452,78.48354739,0.27
7/5/2016,1218,2421,1848,1199,2103,0,1,12,S4,Phoenix,1218,0,0,0,0,40,45,0,0,0,0,10,20,1,35.452,78.48354739,0.27
7/5/2016,1218,2424,1847,1196,2069,0,1,12,S4,Phoenix,1218,0,0,0,0,40,45,0,0,0,0,10,20,1,35.452,78.48354739,0.27
7/5/2016,1218,2425,1857,1224,2125,0,1,12,S4,Phoenix,1218,0,0,0,0,40,45,0,0,0,0,10,20,1,35.452,78.48354739,0.27
7/5/2016,1218,2434,1859,1218,2089,0,1,12,S4,Phoenix,1218,0,0,0,0,40,45,0,0,0,0,10,20,1,35.452,78.48354739,0.26
7/5/2016,1218,2407,1844,1199,2059,0,1,12,S4,Phoenix,1218,0,0,0,0,40,45,0,0,0,0,10,20,1,35.452,78.48354739,0.26
7/5/2016,1218,2442,1874,1239,2119,0,1,12,S4,Phoenix,1218,0,0,0,0,40,45,0,0,0,0,10,20,1,35.452,78.48354739,0.26
7/5/2016,1218,2402,1851,1206,2082,0,1,12,S4,Phoenix,1218,0,0,0,0,40,45,0,0,0,0,10,20,1,35.452,78.48354739,0.27
7/5/2016,1218,2350,1824,1179,2061,0,1,12,S4,Phoenix,1218,0,0,0,0,40,45,0,0,0,0,10,20,1,35.452,78.48354739,0.27
7/5/2016,1219,2405,1866,1222,2119,0,1,12,S4,Phoenix,1219,0,0,0,0,95,20,0,0,0,0,0,0.625,0,35.452,78.48354739,0.27
7/5/2016,1219,2360,1842,1191,2074,0,1,12,S4,Phoenix,1219,0,0,0,0,95,20,0,0,0,0,0,0.625,0,35.452,78.48354739,0.27
7/5/2016,1219,2321,1822,1183,2048,0,1,12,S4,Phoenix,1219,0,0,0,0,95,20,0,0,0,0,0,0.625,0,35.452,78.48354739,0.27
7/5/2016,1219,2393,1868,1221,2109,0,1,12,S4,Phoenix,1219,0,0,0,0,95,20,0,0,0,0,0,0.625,0,35.452,78.48354739,0.27
7/5/2016,1219,2370,1855,1208,2063,0,1,12,S4,Phoenix,1219,0,0,0,0,95,20,0,0,0,0,0,0.625,0,35.452,78.48354739,0.26
7/5/2016,1219,2343,1829,1199,2044,0,1,12,S4,Phoenix,1219,0,0,0,0,95,20,0,0,0,0,0,0.625,0,35.452,78.48354739,0.26
7/5/2016,1219,2411,1869,1231,2084,0,1,12,S4,Phoenix,1219,0,0,0,0,95,20,0,0,0,0,0,0.625,0,35.452,78.48354739,0.26
7/5/2016,1219,2379,1846,1205,2052,0,1,12,S4,Phoenix,1219,0,0,0,0,95,20,0,0,0,0,0,0.625,0,35.452,78.48354739,0.26
7/5/2016,1219,2386,1838,1213,2043,0,1,12,S4,Phoenix,1219,0,0,0,0,95,20,0,0,0,0,0,0.625,0,35.452,78.48354739,0.25
7/5/2016,1220,2406,1859,1223,2046,0,1,12,S4,Phoenix,1220,0,0,15,20,40,60,0,0,1.25,5.625,20,65,1,35.452,78.48354741,0.25
